50,Albert Einstein,https://en.wikipedia.org/wiki/Albert_Einstein,91,12705
50,Academy Awards,https://en.wikipedia.org/wiki/Academy_Awards,91,7984
55,"Prince Philip, Duke of Edinburgh","https://en.wikipedia.org/wiki/Prince_Philip,_Duke_of_Edinburgh",90,7342
55,Harry Potter,https://en.wikipedia.org/wiki/Harry_Potter,90,9431
55,Elvis Presley,https://en.wikipedia.org/wiki/Elvis_Presley,90,15674
55,The Walking Dead (TV series),https://en.wikipedia.org/wiki/The_Walking_Dead_(TV_series),90,8137
59,Scarlett Johansson,https://en.wikipedia.org/wiki/Scarlett_Johansson,89,7178
59,Lil Wayne,https://en.wikipedia.org/wiki/Lil_Wayne,89,10395
59,Tupac Shakur,https://en.wikipedia.org/wiki/Tupac_Shakur,89,9206
59,Angelina Jolie,https://en.wikipedia.org/wiki/Angelina_Jolie,89,10221
63,Queen Victoria,https://en.wikipedia.org/wiki/Queen_Victoria,88,7223
63,Jeffrey Dahmer,https://en.wikipedia.org/wiki/Jeffrey_Dahmer,88,10903
65,John F. Kennedy,https://en.wikipedia.org/wiki/John_F._Kennedy,87,14903
65,COVID-19 pandemic,https://en.wikipedia.org/wiki/COVID-19_pandemic,87,12470
67,"Diana, Princess of Wales","https://en.wikipedia.org/wiki/Diana,_Princess_of_Wales",86,12364
67,Marilyn Monroe,https://en.wikipedia.org/wiki/Marilyn_Monroe,86,10555
69,Keanu Reeves,https://en.wikipedia.org/wiki/Keanu_Reeves,85,9174
69,Arnold Schwarzenegger,https://en.wikipedia.org/wiki/Arnold_Schwarzenegger,85,11955
69,How I Met Your Mother,https://en.wikipedia.org/wiki/How_I_Met_Your_Mother,85,8217
69,Chernobyl disaster,https://en.wikipedia.org/wiki/Chernobyl_disaster,85,14072
69,France,https://en.wikipedia.org/wiki/France,85,14587
69,Ariana Grande,https://en.wikipedia.org/wiki/Ariana_Grande,85,11446
75,Jennifer Aniston,https://en.wikipedia.org/wiki/Jennifer_Aniston,84,4797
75,Breaking Bad,https://en.wikipedia.org/wiki/Breaking_Bad,84,10019
77,"Meghan, Duchess of Sussex","https://en.wikipedia.org/wiki/Meghan,_Duchess_of_Sussex",83,7773
77,Muhammad Ali,https://en.wikipedia.org/wiki/Muhammad_Ali,83,15143
77,Will Smith,https://en.wikipedia.org/wiki/Will_Smith,83,5434
80,Ted Bundy,https://en.wikipedia.org/wiki/Ted_Bundy,82,12905
80,Pablo Escobar,https://en.wikipedia.org/wiki/Pablo_Escobar,82,8382
80,Mila Kunis,https://en.wikipedia.org/wiki/Mila_Kunis,82,4787
80,Vietnam War,https://en.wikipedia.org/wiki/Vietnam_War,82,16209
80,Mark Zuckerberg,https://en.wikipedia.org/wiki/Mark_Zuckerberg,82,6202
85,Manchester United F.C.,https://en.wikipedia.org/wiki/Manchester_United_F.C.,81,8232
85,William Shakespeare,https://en.wikipedia.org/wiki/William_Shakespeare,81,6942
87,Titanic,https://en.wikipedia.org/wiki/Titanic,80,14627
87,Tom Brady,https://en.wikipedia.org/wiki/Tom_Brady,80,15766
87,Jay-Z,https://en.wikipedia.org/wiki/Jay-Z,80,7813
87,Singapore,https://en.wikipedia.org/wiki/Singapore,80,13122
87,Earth,https://en.wikipedia.org/wiki/Earth,80,8983
87,Bill Gates,https://en.wikipedia.org/wiki/Bill_Gates,80,7921
93,Winston Churchill,https://en.wikipedia.org/wiki/Winston_Churchill,78,15341
93,Bruce Lee,https://en.wikipedia.org/wiki/Bruce_Lee,78,9878
93,Nicki Minaj,https://en.wikipedia.org/wiki/Nicki_Minaj,78,14076
93,Israel,https://en.wikipedia.org/wiki/Israel,78,14727
97,"Princess Margaret, Countess of Snowdon","https://en.wikipedia.org/wiki/Princess_Margaret,_Countess_of_Snowdon",77,9475
97,John Cena,https://en.wikipedia.org/wiki/John_Cena,77,12141
97,Charles Manson,https://en.wikipedia.org/wiki/Charles_Manson,77,11097
97,Ryan Reynolds,https://en.wikipedia.org/wiki/Ryan_Reynolds,77,3430
97,Brad Pitt,https://en.wikipedia.org/wiki/Brad_Pitt,77,6361
97,Vladimir Putin,https://en.wikipedia.org/wiki/Vladimir_Putin,77,19158
